=============PAGESTART=1,PAGEEND=10
【阿肥】	a33 bui53	胖子〈谑〉▷～伯|～奶|～姐|～嫂|～弟。
【小框】	siu21 kuong55	不大方▷伊真～，侬蜀価就无敢讲话（他太胆怯，人一多他就不敢说了）|只种样式真～（这种式样不大方）。
【小礼】	siu24 le33	①羞耻，可耻▷做{总款,这样款}事计真～（做这祥的事很可耻）。②羞，害羞▷伊真惊～（她很怕羞）。
【小肠气】	siu24 luong33 ngei213	疝气。
【小肠炎】	siu24luong31(loung7)ngieng53	伤寒病。
【小绵】	siu21 mieng53	小便的避讳变音。
【小侬囝】	siu24 neoyng33 ngiang33	姑娘，处女。
【小巴】	siu21 wa55	①有赌博性质的“花会”的小会主〈旧〉②小型面包车（新）。
【小边手】	siu21 weing53 jiu33	左手。也说[掏碗手]do21uang24jiu31。
【守谨】	siu24in31	谨慎，自律严谨▷伊是真～其侬（他是个很谨慎的人）。
【宿】	siu213	动物的窝▷（鸡窝）|犬～（狗窝）。
【秀】	siu213	小巧精致，秀气▷只双皮鞋真～（这双皮鞋很秀气）。
【绍兴乳】	siu21ing53Juo31	绍兴风味的豆腐乳。
【绶】	siu242	雄鱼的性腺。
【耀】	siu242	①欣赏，称赞，夸耀▷只隻伲囝真灵落，逢人都～伊（这个孩子很勤快，人人都称赞他）亲母自～骹腿白〈熟〉（亲家母自夸腿白，用以讽刺自夸的人）。②羡慕▷我乍无～伊（我才不羡慕他）。
【寿妈】	siu53 ma33	做寿的妇女。
【寿公】	siu55 ung55	做寿的男人。
【受气】	siu53 kei213	生气▷汝莫～（你别生气）|伊真会～（他爱生气）。
【受治】	siu53 lei242	歧视，虐待▷伊着厝𠲥搦～（她在家里受歧视）。
【受挨】	siu55 ngai55	忍受▷汝卜着伊厝，就着～（你要住在他家，就要忍受）。
【受暑】	siu53 su33	中暑。也说[着痧]tuo44la44。
【受怪】	siu53 uai213	可怜▷伊做细野～（他小时候很可怜）。
【受怪死】	siu21 uai53 si33	非常可怜，可怜极了。
【受怪相】	siu21 uai53 suong213	可怜相。
【唆】	so55	（鹅鸭等用嘴）吮咂▷鸭姆喙乱～〈俗〉（喻没有目标地乱找）。
【嗖】	so55	皮肤抹上万金油等之后产生的凉嗖嗖的快感▷只种痱粉涂完会做～～势（这种痱子粉扑上后会感到凉嗖嗖的）。
【睃】	so55	瞅，瞧▷目睭～来～去（眼睛东瞅西瞅）。
【睃睃转】	so21 lo53 luong33	（眼睛）溜来溜去地瞧。也说[睃睃动]so21lo53loyng242。
【缲边】	so55 bieng55	（缝纫时给布料）锁边。
【槽槽】	so55 so53	凹槽。
【锁头】	so21 lau53	挂锁。
【锁匙】	so21 lie53	①钥匙。②锁。
【燥】	soo213	①干燥▷天气真～（天气很干燥）。②暴躁，火爆▷伊脾气真～（他的脾气很暴躁）。③干燥的物体吸收水分▷桌面墨汁使粉笔～（桌面上的墨汁用粉笔来吸）。④引申为行贿、买通▷无要紧，掏仂囝钱～囇就平直了（不要紧，拿点钱买通就清楚了）。
【扫】	soo213	狠揍▷股川～几下（揍几下屁股）。
【索】	sooh24	绳子▷草～（草绳）|牛筋～（橡皮筋）|麻～（麻绳）|跳～（跳绳）。
【索蒂】	so53 dei213	一小截儿绳子。
【索麵】	so53 mieng242	一种细如纱线，带咸味的挂面，福州特产。
【索尾】	so53 mui33	绳子末端。
【𠲿】	sooh24	吮吸▷抱𠲥𬂌瓶～（抱着奶瓶吮吸）。
【𠲿𠲿】	so21 looh24	①吮吸。②缩，收缩▷伊病遘野𤸬去，面都～裡去（他病得很瘦了，脸颊往里缩）。
【𠲿𠲿】	so21 sooh24	橡皮奶嘴。
【蜀下】	soh21 a242	①一下，一次▷～都无做（一次都没干，一点都没干）伓使急，～～来（别急，一下一下地来）。②用在动词后做补语，表示短暂时间▷快快做（很快地干一下）|起动汝写～（麻烦您写一写）。
【蜀七处】	so21 cik5 ceoy213	同[蜀满世]。
【蜀堆】	sok5deoy	一起，一块儿▷我共汝着～（我和你在一起）|～齐（一起去）|坐～（坐在一起）。
【蜀滴滴】	so21 dik5 deik24	一点点儿。也说[蜀仂滴]、[蜀仂囝]。
【蜀色】	so21 laik24	①一种颜色▷许裡有～野俊（那里头有一种颜色很美）②一样▷只几隻侬都是～其（这几个人都是一样的）。
【蜀头骹】	so33 lau33 a55	只走一趟。
【蜀隆冬】	so33 lyng55 neoyng55	一向，向来▷我～都无听讲{总款,这样款}事计（我一向没听说过样的事儿）。
【蜀刻】	so21 kaik24	一会儿▷等～（等一会儿）|介坐～（再坐一会儿）。
【蜀仂滴】	so21 lik5 deik24	同[蜀滴滴]。
【蜀仂囝】	so21 lik24 giang33	同[蜀滴滴]。
【蜀仂𣆯】	so21 lik21 oung53	一会儿▷介等～（再等一会儿）。同[仂𣆯]。也说[蜀𣌍久]so21lik23gu31、[蜀聂久]so21liak23gu31。
【蜀世面】	so21 lie53 meing24	一辈子▷者厝借汝住～（这房子借给你住一辈子）。也说[蜀世侬][蜀世命]so21lie53miang242。
【蜀世侬】	so21 lie55 neoyng53	同[蜀世面]▷书无读好～喫亏（学习不好一辈子不好过）。也说[蜀世命] so21lie53miang242。
【蜀身提】	so21 ling55 te53	浑身（衣着打扮）▷～野光鲜（浑身的穿着打扮很漂亮）。
【蜀满世】	so21 muang55 sie213	到处▷～去客遛（到处去玩儿）|水伓通戽～（别把水到处洒）。也说[蜀七处]。
【蜀年遘尾】	so21 nieng21 ngau53 mui33	从年头到年尾▷伊～都真无闲（他从年头到年尾都很忙）。
【蜀日遘暗】	so21 nik5 gau5 uang213	一天到晚▷伊～都无着厝（他一天到晚都不在家）。
【蜀色】	so21 saik24	①同样的颜色。②一个样儿▷伊郎罢囝～其，挃钱伓挃命（他父子俩一个样儿，都是要钱不要命的）。
【蜀世】	so21 sie213	一辈子。
【蜀样】	so21 yong242	一样，同样▷～其颜色（同样的颜色）。
【蜀晡天光】	so21 wuo21 lieng55	一整夜▷我～都无睏（我一整夜都没睡觉）。
【昨暝】	soh5 mang53	昨天。
【昨暝晡】	so33 mang55 muo55	昨夜，昨天晚上。
【昨日】	so55 nik5	前天。
【昨年】	so55 nieng53	前年。也说[昨年暝]。
【昨年嗔】	so55 nieng55 mang53	同“昨年”。
【数】	sou213	①数字。②数学▷伊～真好（他的数学很好）。③（动）数。④帐目▷伊着公司𠲥管～（他在公司里管帐）。⑤欠帐，债务▷讨～（讨欠帐）|欠～（欠债）|～都填去了（债都还了）。
【素】	sou213	形容表情严肃，冷淡无情▷面真～（表情很严肃，冷淡无情）。
【𢱢】	souk5	①搓揉摩挲▷腹佬疼～仂𣆯就好去（肚子疼揉一会儿就好）。②搽（万金油等）。
【孙】	soung55	①孙子。②侄子。
【孙婿】	soung53 nai213	①孙女婿。②侄女婿。
【孙囝】	soung53 ngiang33	孙子。
【孙新妇】	soung21 ning53 mou242	①孙子的妻子②侄媳妇。
【相骂】	soung53 ma213	吵架。
【相拍】	soung53 pak24	打架。
【相争】	soung55 zang55	争吵，吵架。
【孀居】	soung21 ngy55	同[孀居侬]。
【孀居侬】	soung21 ngy55 neoyng53	寡妇。也说[孀居]。
【酸𠴂】	soung53 ne33	肌肉酸楚的感觉▷风寒时候，蜀身～（患感冒时浑身酸楚）。
【⿰忄桑】	soung53	皮肤上的伤口或细嫩的粘膜处受酒精等的刺激产生的痛楚感觉。
【床】	soung53	蒸笼▷圆鼎对四角～〈熟〉（圆的铁锅配上方形蒸笼，意为不相配）。
【床箅】	soung21 bei213	蒸笼的箅子。
【床塔】	soung21 tak24	蒸笼的木圈儿。
【爽快】	soung55 nguai213	①舒服▷伊工作野～，蜀日{俪,㑚}做两点钟（她的工作很轻松，每天只干两个钟头）|伊真～，伊侬囝会寄钱乞伊使（她很舒服，她的儿子会寄钱给她花）。②高兴，痛快▷听见者话伊心真𠲥{𫧃,儥}～（听见这话她里很不痛快）。④身体状况好，常用否定形式“{𫧃,儥}～”委婉表示生病。④干脆▷伊做事真～（他办事干脆利落）。
【算盘籽】	soung53 muang33 ji33	①脊椎骨的关节突起。②算盘上的木珠子。
【算学】	soung55 ngouk5	算术▷～堂|（算术课）～先生（教算术的老师）。
【蒜泡】	soung53 ma213	大蒜，蒜瓣儿。
【蒜头酱】	soung53 nau21 juong213	用大蒜末儿，酱油和糖拌成的调味品。
【苏广】	su53 uong33	日用百货的总称。旧时日用百货多来自江苏广东等地，故称之。
【苏广店】	su21 uong55 naing24	卖日用百货的商店，称“百货公司”后，苏广店专指小型的杂货店。
【酥巴】	su55 ba55	①痛快舒畅，舒服▷伊野～，伓使做有食（他很舒服，不用干活儿也有得吃）。汤洗完倒仂𣆯真～（洗完澡躺一会儿真舒服）②爽快、痛快、出手大方▷伊使钱野～（他花起钱来很痛快）。
【酥螺】	su55 leoy53	一种风味小菜，带壳腌制的小螺蛳。
【数单】	su55 lang55	帐单，帐目表。
【数簿】	su53 woo242	帐簿。
【数簿桌】	su21 wuo53 looh24	出纳台，帐房▷坐～（当管帐先生）。
【秫米】	suk33 mi33	糯米。
【秫米𥻵】	suk21 mi21 li53	糍粑，糯米粉制成的甜食。
【穗穗】	sui21 sui213	流苏。
【驯】	soung242	驯服，驯良，听话乖▷只隻伲囝哥真～，大侬讲{什乇,世乇}就做{什乇,世乇}（这个小孩很听话，大人怎么说就怎么做）|～～势跟我行（乖乖地跟我走）。
【驯良】	sung33 nuong53	驯服，善良▷伊几隻伲囝都真～，无我伲囝拗（她几个孩子都驯服善良，没我的孩子拗）。
【船帽】	sung21 moo242	船形帽。
【笋豆】	sung55 nau242	加笋煮后晾干的大豆，作小菜。
【笋丝】	sung21 ni55	腌制切成丝的鲜竹笋，味酸，用做烹调佐料。
【隧】	sui242	（量）行，道▷砖叠蜀～过去（砌一行砖头）。
【说】	suok24	对语辞的说解，训释▷只句话蒋蒋～（这句话怎么解释）?
【雪雪白】	suo21 suo21 bak5	雪白，极白。
【雪片】	suok5 pieng213	一种薄型长方形甜米糕饼，状如一叠白纸片。
【雪珠】	suok21 zuo55	霰弹。
【斫】	suok24	（用刀）切▷～菜|～鱼|～幼仂囝（切得细一点儿）。
【蜀】	suok5	一（基数）▷～、两、三、四（一、二、三、四）|～侬（一个人）。
【踅】	suok5	①跳跃，蹿▷～野悬（跳得很高）|～过去（跳过去）|急𠲥大～（急得直跳）。②疾行，连跑带跳，奔走▷满街～（满街跑）。
【踅踅动】	suok21 suok21 dooyng242	不停地走动，奔波▷看伊蜀日遘暗七处～，也无做{什乇,世乇}事计出来（看他一天到晚东奔西走，也没办成什么事情）。
【踅踅转】	suok21 suok21 duong33	团团转，盲目地东跑西跑▷伊急𠲥～（他急得团团转）。
【石】	suok5	石头▷蜀块～（一块石头）。
【石厝】	suo21 cuo213	石头砌的房子，石屋。
【石头囝】	suo21lau31iang32	小石头，小石块。
【石头籽】	suo33 lau33 ji33	小石子。
【石头卵】	suo21 lau21 looung242	鹅卵石。
【石头姆】	suo41lau31mo31	大块的石头。
【石条】	suo55 leu53	经过加工的条状石块，为建筑材料。
【石蛎】	suo21 lie242	长在礁石上的野生牡蛎。
【箱箱】	suong31Suong44	箱子。
【想死】	suong24 si33	斥人妄想▷汝也想发财，～（你也想发财妄想）!
【相思病】	suong21ny53wang22	企望根本不可能的事情（不限于男女之情）▷伊是～，都囇想出国（他一心只想着出国，根本不可能）。
【相】	suong213	①端详，细看▷坐对面～（坐在对面端详）|贴墙𠲥慢慢～（贴在墙上慢慢细看）。②带着渴幕的心情看▷～侬食（眼巴巴地瞧着别人吃东西）。
【上】	suong242	表数量的语系，加在计量单位后，表示多出一点儿▷月～（一个多月）|年～（一年多）|碗～（一碗多一点儿）|角～（一毛多钱）。
【上桌】	suong53 dooh24	坐上筵席，入席▷七点～，九点{固,故}未食完（七点入席，九点还没吃完）。
【上堂】	suong55 doung53	上课。
【上热】	suong55 iek5	上火。
【上斋】	suong55 je55	上学。
【上水】	suong53 jui33	船逆水而行▷～船慢，落水快（上行的船慢，下行的船快）。
【上马宴】	suong21 ma55 ieng213	出殡之后时招待吊唁者的便宴。
【上半暝】	suong21 muang55 mang53	上半夜。
【上晡】	suong55 muo55	前一天晚上。
【上癞】	suong53 nai242	长疥疮。
【上昼】	suong53 nau213	上午。
【上顿】	suong53 nooung213	前餐▷食𠲥有～无下顿（吃了上餐没有下一餐）。
【上僮】	suong55 neoyng53	迷信活动中巫者鬼神附体。
【上家】	suong55 nga55	打麻将的术语，指坐在左边的玩牌者。
【上海囝】	suong55 ngai24 iang33	对上海人的蔑称。
【上紧】	suong53 nging33	积极，抓紧，时间抓得紧▷伊读书{𫧃,儥}～，看电视真～（他读书不努力，看电视倒很积极）|季尾了，汝着～仂囝（期末了，你得抓紧些）。
【上{墿,路}】	suong55 puo53	指闽江上游地区，如南平、建瓯等地。
【上铺】	suong55 puo55	上床▷天凊早早偌就～（天冷早早地上床）。
【上神】	suong55 sing53	迷信活动，神棍装作鬼神附体来骗人。
【上桶】	suong53 teoyng33	坐马桶大小便〈讳〉。
【舒豪】	sy55 o53	贪舒服，四体不勤▷者侬野～，着侬{侍候,伺候}（这人四体不勤，要人家侍候）|后生囝伓通贪～（年轻人不能贪图舒服）。
【徐徐叫】	sy33 sy33 iu213	吃东西的声音。
【宿命】	syk21 coung55	长期搁在仓库里▷～其米（陈米）。
【宿肚】	syk5 dou242	因吃得太饱去睡觉而引起消化不良。也说[宿肠宿肚]syk21toung21syk5dou242。
【熟鱼】	syk5 ngy53	一种炊熟出售的小海鱼，产于盛夏。
【松柏】	syng21 mak24	松树。
【松柏蕊】	syng21 ma53 lai33	松球，也说[松柏卵]syng21ma53laung242。
【颂白】	syng55 bak5	穿孝服。
【颂红衫】	syng55 eoyng55 nang55	指被判处死刑。旧时死囚上法场时穿红色的褂子。
【颂睏】	syng53 ngooung213	睡觉穿（的衣服）▷只件衣裳旧去了，罔留𠲥～（这件衣服旧了，留着当睡衣）。
【颂睏𧜛】	syng21 ngoung53 noung33	睡衣。
【颂睏裤】	syng21ngong53ngou213	睡裤。
【他于那于】	ta44y44na44y44	言行无礼，失敬▷伊对大人都是～，透底无听罢奶喙（他对大人都很不礼貌，从不听父母的话）。
【屉】	ta213	抽屉。
【䖳】	ta213	水母，海蜇皮。也说[水䖳]tsui44la213。
【澈】	tak24	①千净▷洗野～（洗涤很干净）②光，空▷侬行～未（人走光了没有）?
【澈洁】	ta53 aik24	干净▷者厝野～（这房间非常干净）。
【錔】	ta24	套▷笔快～起（快把笔套上）②穿（衣）▷好衣裳{𫷾,撄}着做年才掏出～蜀下又囥起来（好衣裳只在过年时拿出来穿穿又藏起来）。
【錔头𧜛】	tak24 tau33 loung33	套头穿的内衣，不开襟。
【塔骨】	tak5 goouk53	黑白无常（神像）等的骨架。泥塑的头，竹编的骨架，外穿衣服人藏其身内，胸部有玻璃供透视，迷信活动游行用。
【塌臼】	tak5 kou242	凹陷▷马路～蜀块（公路上凹陷下去一块）。又说[塌拉臼]tak21la44kou242。
【塌拉】	ta21 lak24	凹陷进去▷者砚～落去（这砚台册陷下去）。
【塌头粿】	tak24 tau21 ui33	一种米粿，当中凹陷下去。
【榻板】	tak24 being33	店铺的门板▷时间遘了，会上～了（时间到了，可以关店门了）。
【沓】	tak5	①（量）用于重叠起来的物品▷蜀～纸（一沓纸）蜀～碗（一摞碗）。②（动）垒，叠▷～碗（把碗叠起来）也说[沓达]ta31lak5。
